"","SRR17255059","SRR17255046","SRR7907975","SRR17255087","SRR17255066","SRR17255045","SRR17255027","SRR17255092","SRR17255015","SRR17255057","SRR17255025","SRR17255080","SRR7907977","SRR17255085","SRR17255017","SRR17255011","SRR17255072","SRR17255078","SRR17255019","SRR17255034","SRR17255084","SRR17255077","SRR17255086","SRR17255024","SRR17255061","SRR17255033","SRR17255039","SRR17254988","SRR17254994","SRR17255082","SRR17255079","SRR17254985","SRR17255014","SRR7907967","SRR17255030","SRR17254982","SRR17254997","SRR17255021","SRR17255018","SRR17255065","SRR17255038","SRR17255076","SRR7907979","SRR17254984","SRR7907964","SRR17255042","SRR17255064","SRR17255050","SRR17255013","SRR17255055","SRR17254996","SRR17254990","SRR17255035","SRR17255004","SRR17255037","SRR17255031","SRR17255070","SRR17254987","SRR17255036","SRR17255029","SRR7907976","SRR17255067","SRR17255063","SRR17255051","SRR17255071","SRR17255041","SRR17255081","SRR17255008","SRR17255032","SRR17255073","SRR17255010","SRR17255090","SRR17254993","SRR17255040","SRR17255020","SRR17255083","SRR17255048","SRR17255060","SRR17255001","SRR17255091","SRR17255002","SRR17255062","SRR17255012","SRR7907981","SRR17255093","SRR17255054","SRR17255047","SRR17255069","SRR7907996","SRR17255009","SRR17255089","SRR7907978","SRR7907993","SRR7907989","SRR17255053","SRR17254986","SRR17255028","SRR7907968","SRR17255043","SRR17255056","SRR17255006","SRR7907985","SRR7907982","SRR7907963","SRR17255074","SRR7907998","SRR17255052","SRR17254981","SRR7907974","SRR17255026","SRR17255044","SRR17255016","SRR7907990","SRR17255088","SRR7907992","SRR7907991","SRR7907970","SRR7908002","SRR7907980","SRR17255003","SRR7907969","SRR17255005","SRR7907999","SRR17254995","SRR17255000","SRR7908001","SRR7907988","SRR17254983","SRR7907972","SRR17254989","SRR17254992","SRR7907994","SRR17255022","SRR7907965","SRR7907987","SRR7907983","SRR17255068","SRR7907966","SRR7907986","SRR7908000","SRR17255023","SRR7907971","SRR7907973","SRR7907997","SRR17255007","SRR17254998","SRR7907984","SRR17255075","SRR7907995","SRR17254999","SRR17255049","SRR17255058","SRR17254991","SRR17254980","SRR11092509","SRR16079612","SRR11092506","SRR16079611","SRR11092502","SRR16079619","SRR11092499","SRR16079613","SRR16079617","SRR11092512","SRR16079618"
"41275",32918,36881,13102,137606,74244,69533,86968,84051,69645,101282,72042,33092,10817,37176,91036,69480,39502,71385,73738,50973,60972,48282,103895,39502,54517,54693,115758,84457,45306,85392,74582,76539,45493,8552,37134,21944,51863,67816,75496,92750,76671,80019,7317,50176,8770,79583,51504,44787,79814,69111,38927,44844,44833,48035,125533,60963,71055,55587,77228,38380,7374,37302,70014,62575,48281,58577,44235,35071,37646,44546,45503,17184,45021,38708,41182,158257,55892,40811,31946,40971,33177,59166,27420,10370,46960,57728,83341,53621,9623,57634,11106,8625,9368,8994,91671,56705,46589,9808,91285,39992,40799,8566,8929,9067,58383,9283,41269,19309,8213,44195,53024,36661,8157,15271,7851,7989,8428,8029,7760,60315,8257,39118,8100,53489,54124,7281,7523,10810,8280,72455,97464,7898,41216,6674,7188,7885,64281,6753,7073,7944,51932,8174,6884,7529,55373,40036,7496,60568,7128,52082,57022,57512,45912,17357,9949,1232,4127,1673,3961,2586,2358,1098,3073,2947,1199
"32033",24561,57314,58962,144352,87607,63546,79588,68161,79399,118203,79278,50960,60229,62485,118571,62414,53681,127113,87814,71008,65116,52917,157177,65578,82293,59628,122171,108488,52389,75422,117628,117559,49858,34774,49721,36502,46895,75650,118662,101307,83128,84661,35518,68416,44620,67152,55940,54282,98930,73801,47303,46549,65019,62841,114062,67880,89993,54426,78214,47302,31543,50593,67067,59114,59561,61466,54357,49202,60660,42510,51406,25388,59724,41609,41924,108506,57809,48430,44157,54014,50512,74288,41871,62021,53392,64462,100634,60701,59310,83623,19922,45162,55270,47635,95137,70790,55602,38995,111613,40625,41318,46409,52566,46546,76469,50612,48609,27165,40457,41025,94252,47397,40459,25464,42399,43162,42177,39779,38213,67131,40993,50115,44694,79969,64415,33071,42253,24100,32589,93695,101541,45100,68282,31173,40748,45274,85948,30085,39328,43455,68145,32484,32391,42932,48147,44947,42815,83743,43970,52545,58673,68574,47979,31141,6057,2377,17204,3550,14373,5209,8257,2035,5912,10876,2553
"68278",14377,40732,1698,35030,76705,76460,64447,44577,84576,44715,100395,152046,1248,17018,74535,31830,10559,98884,102013,58110,27132,53039,58426,111924,132057,128534,78052,121729,69064,17860,65691,79284,111695,882,106184,2561,103476,77725,54557,30238,18245,99570,823,97210,962,26767,96036,53952,31986,41638,39301,95282,28102,93742,90038,29395,17580,88857,20653,85889,744,85287,39432,42796,82460,38931,27361,78377,39818,78339,75770,1610,42732,78523,77193,40706,56356,72486,70490,69673,70100,70231,60499,1124,22288,68087,35534,64149,1076,58892,1275,1003,1031,1045,39786,62974,59210,917,40066,62278,53454,973,1004,917,52420,943,38467,1112,878,44142,50868,44824,873,1947,888,850,909,896,866,21747,924,36256,879,30642,10466,825,859,1359,815,39361,40422,859,41502,833,750,793,37276,795,797,799,30984,801,832,791,25554,40477,857,35478,746,33926,46010,42412,37711,1380,329,453,267,382,485,291,187,294,286,292,232
"861299",5119,11146,149785,20196,17061,11294,17930,22809,5968,20445,23939,7893,151806,18912,16985,13186,13369,28270,19344,14365,12490,13855,23112,21307,12815,12316,21656,15151,9185,8335,21360,17699,9966,79765,13650,36050,11884,13156,18779,12959,14808,22223,99243,11975,121449,16137,15986,11656,14551,10619,9745,11313,14247,11556,20418,11436,14359,13578,11582,11239,77773,10758,12312,10991,13346,13521,12373,10406,10774,14093,14600,22672,12827,9478,11704,21037,12168,8949,8303,14116,9401,13333,9136,145218,15353,12707,14240,13507,137648,14017,15985,114995,126436,125216,12588,12128,11561,91499,20741,12366,14317,117580,125184,123828,13199,127443,10561,11740,110427,11091,13415,10291,107863,26279,106793,107673,115786,110306,106481,11144,113163,11600,114765,15195,12072,82073,105158,19665,77306,14175,16574,105297,10397,81972,103698,105232,13827,79558,98494,109549,10495,75461,78488,109614,15423,13927,101568,14469,96201,10921,9713,10912,11757,21304,12961,14463,11593,14570,16876,12106,10461,13603,8699,14636,7877
"68",24156,50566,46358,134512,79742,57367,68197,60454,86607,99823,69088,48039,53085,54751,114451,55218,46528,121226,79834,64308,59033,46135,151491,56696,78724,53968,108195,106603,48640,69416,112026,103083,44191,26067,45168,27984,40629,69282,105586,89372,73405,74028,30654,61613,38205,58311,46190,48570,93831,62713,45087,40536,58621,59939,105513,63388,87565,48011,68571,37885,24533,46823,56936,53336,51128,54117,49374,45357,57523,36259,44445,20625,53735,36565,37464,98475,52597,42203,41742,48995,45595,64105,38892,55342,48183,58447,96653,53689,53138,83465,15625,40199,49000,40807,76497,64935,52560,29460,96684,34564,36018,40662,47034,39771,73276,44748,43628,23027,35395,36875,90981,43404,35169,19244,36769,37658,36198,33940,33011,59660,34461,47328,38711,74439,58681,25478,36189,19029,24737,82305,87826,39998,64204,26285,35139,39554,76002,25124,34142,37877,62040,24183,24657,37639,41017,40231,37886,79671,38447,47430,52734,60894,41522,25921,4592,2342,14704,3368,10612,4196,5938,1990,4458,9066,2034
"2694929",18856,23561,1416,69277,82665,34433,42348,37803,35759,33678,67094,52740,1231,31955,66788,31306,29661,147668,64122,59318,21898,42814,49917,69523,88348,58791,52271,49707,31186,19176,103862,76977,49835,720,50427,11736,41351,52023,63020,29547,34288,69527,774,41943,959,26186,43336,45148,44634,46634,35085,36231,35374,44486,55930,37533,33234,35810,26155,27987,749,49263,22773,31597,33251,33457,35086,60543,52604,23340,29045,9885,38131,33518,33376,41632,34877,27780,43536,64924,39404,47609,34202,1012,25306,35085,32877,39092,897,44163,7994,906,931,984,29865,52682,40327,733,30317,30551,35595,908,912,960,37687,939,34666,50126,900,29545,41164,39164,811,8104,896,845,892,959,905,26982,984,26546,905,21636,20880,804,748,12605,679,27091,29663,794,33639,767,771,796,36852,692,805,797,27474,658,762,852,26021,24090,726,28429,775,29011,23847,28996,21281,6849,228,175,175,190,238,212,156,144,168,227,118
"2994661",147250,37638,505,563,576,15969,54478,31001,1721,3591,8435,2569,313,1429,3350,566,6632,591,4669,6457,13314,17399,614,599,248,1017,2104,427,9985,12126,351,345,222,288,943,374,10716,610,575,334,6526,607,233,21673,293,9118,365,26052,312,343,13675,552,29365,978,1674,352,892,247,336,3330,225,581,2360,8678,493,9292,215,163,14625,221,188,247,233,262,234,697,763,922,731,280,170,4241,22290,362,12649,2023,2715,465,316,252,198,284,296,332,6575,386,11129,368,1096,3136,627,275,292,262,250,315,5143,374,248,11436,221,18014,243,265,253,243,265,271,237,246,279,260,253,812,1491,268,197,513,250,639,237,255,1096,238,204,240,221,217,228,228,4672,291,231,225,3290,2804,210,452,191,11342,460,270,167,267,60,63,56,82,74,63,66,51,60,68,45
"41297",39000,43947,76780,134124,51814,47103,86426,60812,84560,93228,67692,61008,87784,50424,93363,62324,56737,95559,93810,48363,63704,47799,90962,47745,63919,50498,135125,73039,49901,63951,92229,66018,53994,33543,45035,55339,45685,62554,72735,83320,71680,92311,52619,56453,68270,75967,53328,57175,79122,60167,42236,47216,58074,61548,116829,69115,64115,48339,85944,43581,37019,43791,61412,68173,48789,64640,47634,33537,45675,42366,49620,38154,51975,37597,42963,131069,56061,40200,37032,53599,50068,65423,36587,73097,51071,47172,88793,63408,72815,85129,28180,59035,65363,62638,82395,62896,50387,37062,90336,46241,40350,62592,66562,59473,63782,73298,44638,42928,58281,41401,67637,35677,54126,38622,56195,56929,59245,57553,53487,73834,56673,38644,63383,58342,56185,33265,57024,30186,29090,74654,88945,57438,52344,41056,53091,57842,71721,39191,53043,61650,54350,29414,32640,58945,53026,53797,52805,64831,50867,62584,64469,70196,52253,45521,14529,4988,17136,7103,22467,9538,11405,4641,9058,16053,4854
"556533",134269,34542,1312,977,979,13724,50052,28325,1768,3813,8099,2122,1185,1745,3538,963,6809,1064,4859,6244,13020,15930,1169,1035,559,1212,2397,776,9238,11654,739,699,492,704,1070,871,9774,906,1016,663,5908,1071,760,20300,946,8536,708,24393,589,533,12734,766,28789,1132,1978,588,1009,537,581,3560,640,808,2476,8410,754,8317,354,359,12973,590,534,645,466,497,476,1136,986,1058,948,516,378,4149,20517,1071,11637,2039,2699,684,1009,547,506,1003,950,922,5915,576,10382,821,1594,3435,872,899,949,900,636,927,4740,634,867,10838,533,16375,894,674,793,851,788,885,800,474,821,450,830,1007,1544,701,748,919,690,878,615,787,1345,730,753,745,470,676,701,832,4552,673,657,772,3333,2872,785,813,709,10449,642,604,414,626,212,161,170,186,218,204,191,124,178,207,125
"2565556",46297,50956,7242,133354,75001,52581,104408,52659,76547,66351,75146,30888,3554,16648,70025,47078,29956,59776,42757,47857,91454,35820,97000,34729,28060,31202,68660,57663,38157,90455,79152,45204,30319,4006,11223,3748,40970,51371,98437,39238,33341,34748,2353,105180,2823,43799,17831,110670,34635,49220,23197,33653,56651,91131,42128,25084,91502,31308,46847,26623,4099,43665,37429,87849,20578,48732,16461,45047,33668,12310,16628,4405,24891,33487,38658,71388,18109,30253,12147,29327,42416,69708,30225,4182,20102,17213,103011,65649,3884,29492,1785,2865,3632,2946,21291,42258,26216,4650,24812,22688,16131,3274,3515,2911,40438,3577,25753,6487,2780,19705,94585,26154,2592,2799,2622,2535,2758,2727,2676,54375,2621,31679,3274,20890,36999,3974,3098,1600,3755,56398,54669,2989,48402,2000,2748,2919,38679,2106,2681,3193,47449,3997,3647,2934,15058,28334,3080,37658,2827,38041,46019,42563,18670,2664,2875,239,1012,388,743,564,492,243,907,787,259
"1827580",9644,35950,2957,46993,65842,66371,59038,61691,26945,70142,128332,33398,2695,27596,66964,41904,18515,79823,79406,70318,31253,51578,76413,89096,75764,84717,86581,74273,59273,19718,50859,82803,66472,1689,83110,28983,64436,55090,52079,47759,31129,87448,1738,68781,2116,49488,84418,44896,36592,51814,27580,62849,29768,59225,79146,21735,19093,58391,27917,63607,1563,45698,43690,60443,61606,35009,31992,48066,42763,54625,54804,21486,32378,48576,46351,46873,56261,45770,49524,43706,40751,45197,40463,2356,32877,59709,36372,67726,2329,59264,15510,2378,2206,2310,53269,55965,56849,1865,43381,45063,55008,2294,2208,2091,50320,2064,37361,11401,2108,27442,37976,41066,1949,21808,1921,2010,1992,2073,1890,24631,1934,43308,1968,34331,20405,1561,1965,15255,1605,43066,49551,1745,31357,1783,1844,1871,43595,1809,1751,1794,35012,1531,1492,1707,29513,45131,1702,38733,1614,36862,42760,46323,27500,22138,716,691,471,613,952,582,1057,582,546,1048,424
"416169",1030,2009,127080,5016,3137,2424,3285,3078,2384,4359,3538,1913,33770,2555,3770,2531,2165,4681,3466,2239,2496,2184,5087,2918,2748,2193,4347,3436,1962,2420,4005,4034,2003,74554,2040,2808,2039,2743,4069,3223,2961,3543,17563,2546,25632,2786,2515,2319,3285,2621,1754,1829,2558,2318,4189,2350,2822,2356,2805,1816,63790,1988,2534,2279,2261,2381,2036,1817,2191,1935,2152,1916,2112,1643,1831,4146,2222,1877,1624,2107,1789,2791,1546,34263,2171,2431,3267,2461,31210,2937,1508,25227,29719,30499,2990,2337,2077,83906,4235,1841,1934,28891,29441,25496,2643,26425,1791,1397,19836,1734,3074,1885,26736,1990,22823,23189,23912,19088,19591,2411,22872,1811,25685,2775,2118,67044,25716,1759,69548,3182,3728,24169,2265,19951,25855,24273,3036,20412,23498,23060,2523,69505,63810,23311,2244,1926,22921,2898,22436,2058,2202,2565,1920,1919,574,421,1159,546,1129,556,750,417,534,777,360
"666685",1091,1759,123067,3955,2351,1876,2674,2567,1901,3327,2803,1452,31549,2126,2947,2143,1763,3836,2810,1970,1906,1804,4159,2387,2158,1764,3451,2816,1573,2036,3101,3171,1543,66546,1728,2422,1740,2208,3050,2506,2414,2863,16118,2010,23553,2257,1989,1849,2522,1980,1357,1450,1983,1850,3197,1941,2491,1789,2128,1438,60753,1531,1940,1796,1946,1866,1560,1419,1723,1581,1691,1539,1698,1421,1391,3126,1705,1492,1302,1672,1476,2135,1310,31604,1857,1962,2639,1837,28372,2395,1116,23899,27103,29703,2358,1943,1686,75239,3233,1492,1575,26253,26790,23020,2061,23821,1461,1087,18265,1428,2417,1506,26219,1637,21386,21601,21368,17951,17879,1893,20812,1495,23304,2135,1810,63331,23749,1414,62909,2526,2837,21884,1824,19738,23777,22397,2397,19748,21505,20791,1853,62581,60761,21184,1757,1548,20812,2314,20567,1763,1685,2091,1581,1622,557,413,950,466,879,480,700,334,466,642,326
"2614442",120538,28296,933,999,849,10988,41207,25383,1650,3109,7292,1985,793,1416,2924,856,5485,921,3956,5406,10324,14370,1018,733,446,1122,2041,669,8697,10965,622,635,388,478,827,672,8492,878,773,600,5383,860,546,16869,637,7438,557,22117,572,495,11567,611,23824,1055,1807,575,943,396,535,3217,433,641,2150,7035,676,6487,348,299,10735,399,373,461,449,379,316,979,922,954,704,423,290,3987,19333,785,10344,1670,2522,598,671,517,361,632,684,661,4501,459,9311,546,1370,2877,718,619,650,689,443,633,3950,706,628,8760,376,14702,648,486,563,605,561,558,553,400,612,349,598,829,1394,495,551,948,470,758,527,533,1166,488,533,514,419,473,511,548,4076,426,443,580,2922,2579,561,635,484,9355,595,451,381,459,159,109,159,144,172,164,138,120,137,143,82
"477697",25102,39821,4599,14199,37207,16880,51358,28983,9579,17764,45145,22581,6397,14239,66343,9173,11476,88573,66080,34661,16620,66258,18213,29447,37332,28782,64677,10427,27544,7430,80228,21512,44943,3459,25972,2318,26687,39445,120035,25660,50242,75845,2834,22627,6107,23482,33085,60726,13890,26581,12901,22397,9256,62692,35929,21909,11401,60989,17254,49475,2321,25099,70442,61622,35363,33212,54477,22317,13499,35385,47264,1814,36302,22613,23317,15322,11974,45285,48279,44876,50417,30680,31402,4835,2846,32102,18366,19684,3173,45716,1120,5272,3155,4144,12535,14656,14247,3757,65921,41477,10398,5179,4174,3659,24821,3788,26670,1048,3835,50650,37888,28679,3613,1542,4385,4791,4059,3545,3073,18238,3265,12827,4530,4377,27928,2530,7847,1305,3360,6857,6909,4206,29311,3557,4204,3509,14460,3350,5089,3174,27223,3578,2198,3069,60304,21824,3201,14719,2267,37354,30373,33081,54958,1188,8858,1068,13158,894,41524,886,22781,824,910,16543,746
"13687",23940,32950,105940,94380,33746,31473,56694,40390,62793,64920,47479,34915,119145,37168,68159,44400,44744,69026,63416,32396,45738,33112,61829,35021,48177,38482,96729,54985,38223,44211,72958,45036,37468,41338,33864,47344,32232,47209,48016,59862,51230,70724,68698,36325,92066,53814,38193,37078,55603,41564,31543,34990,43988,45470,77430,53987,44302,32947,60764,31177,48461,29488,41765,46386,36557,48957,34038,23582,28537,28509,36204,31806,39505,26424,31973,96498,43196,27026,25669,42932,38040,51172,24237,97123,37852,34268,64146,45244,96304,66785,24681,76185,85690,82537,61965,45789,31231,44659,69243,33704,31379,84123,89365,75677,45991,100355,32173,28625,76312,30950,50413,26629,68716,31378,73923,75425,77486,75162,67901,59046,74232,28719,85809,39508,41636,42018,75521,25893,34696,57156,64072,76818,41080,50652,71611,78010,52726,48585,69841,84912,40702,35202,40923,80296,40058,39597,71742,50324,67306,46923,48322,55877,41379,39751,11825,5360,16272,7374,24934,10637,10093,5321,9676,13383,5193
"216778",2270,4333,11135,12413,10975,4990,6819,6534,7604,9947,6529,4169,6498,4824,9069,4877,4000,9732,7003,117632,5494,4286,12077,5202,9081,63518,9351,35018,3956,5663,8972,11937,3922,8204,4267,3561,3739,5909,8375,18031,6409,6851,3754,5423,5198,6097,4546,7607,8394,5968,3876,4124,5078,12567,9472,29522,6775,19634,22419,4077,5521,3919,38128,4713,5563,6869,4251,5325,61307,3595,29518,2521,13197,3191,3304,8367,13499,3631,3490,5853,8118,6926,3246,8664,4264,5112,7770,20524,7144,8083,1901,5163,7041,5535,7663,50708,4554,8811,8277,74663,7542,5604,6801,5117,6263,6450,3736,2289,4331,3279,9519,3857,5122,2657,4827,4650,4937,4218,4159,5941,4720,56904,5480,6320,11442,5686,5057,2411,7206,79662,8353,5556,5861,4874,5063,5496,6536,4125,4815,5088,5283,7002,5188,4941,3962,3640,6355,6530,5431,3946,4605,14144,3746,2867,745,509,7199,669,1187,774,763,457,1165,953,470
"310581",30726,49853,6713,116824,62340,48065,86647,50225,60533,56977,61018,26126,3760,15793,63049,39650,28425,44443,36893,43301,80855,31572,79899,33003,23769,29706,56277,55480,31730,79716,75965,38795,26607,4008,9802,4072,32991,46836,68443,37979,30543,32673,2433,74317,3043,38074,17200,57346,28482,35224,15796,22274,43286,79715,38262,22215,72741,27954,38895,22952,3684,43052,35688,80313,17063,42275,15605,29413,26135,11144,14272,3891,21072,31642,34871,63954,16519,22379,10571,27569,46304,60854,28268,4113,17554,15143,75238,57067,3712,27613,1874,2849,3448,3120,18249,37735,22083,4463,22668,20511,30863,3143,3430,3028,36862,3646,16630,5646,2885,19390,45162,24419,2576,2990,2595,2682,2848,2716,2716,45046,2649,29684,3129,18733,34274,3644,2952,1885,3608,52006,46373,2986,33957,1976,2843,2915,38674,2081,2716,3025,30710,3578,3318,3037,13559,23728,2790,33710,2823,36306,43755,40106,17502,3035,2417,282,1051,421,870,553,510,253,823,789,264
"2017486",10221,31464,12305,51297,51881,85244,58869,64434,28567,74381,88889,59033,9673,29106,55779,45994,23231,78223,57539,63252,27556,47328,67772,101915,93960,88685,61037,115369,55050,24097,51965,54638,60591,4740,96065,19458,46765,46059,48566,38911,31700,76991,6046,53673,7018,44375,68422,50358,32052,45641,19015,79444,32737,54054,60648,18782,23100,55630,30861,60529,6436,32097,24723,48218,65952,34298,22213,36843,65570,37569,61444,10817,33396,40417,43437,58337,57001,37155,31402,35481,44090,39408,44435,8303,33628,65996,28074,37793,8964,51915,11657,7550,9146,7699,41876,47840,44219,5354,49852,30647,72926,7894,7603,6849,44348,7110,31904,16598,6920,30015,29568,58237,7228,11642,6822,6991,6654,6617,6937,26160,6201,48241,6859,28600,19701,6645,7043,16353,4803,37337,43135,7384,37870,7365,6707,6027,33621,7576,6632,6261,32486,4540,6423,5905,27404,30450,5883,43375,6299,37866,40930,30721,24755,11648,3516,1062,2018,1295,3122,1661,2736,778,2505,2810,965
"80840",24178,30093,114953,55024,43938,35199,53947,59807,48989,63080,56744,33709,99916,42596,49842,49423,35328,59126,56345,35280,32320,34386,53057,47747,35529,35580,58988,40982,26496,26299,52394,45287,27005,68058,33656,62112,29752,38751,51635,37934,41752,56471,66797,43043,80811,40111,42457,39563,42764,40714,27449,30227,35156,30456,58130,37517,36182,38532,38830,32968,61129,24413,33451,33059,35202,33404,31616,25171,30931,32582,33710,40105,30832,25170,27547,53048,29920,26733,21981,34074,25400,32504,23413,95358,37617,32120,39155,36119,89956,41023,29100,75655,84116,82297,33938,30184,29742,76359,47520,29652,33787,77230,83207,80508,36704,82725,25954,22930,75118,28994,32787,28246,71788,43120,70599,72121,77052,74562,70850,33621,75346,28826,74442,35890,28615,65382,70836,34531,66349,37347,44591,70249,29398,60326,66918,71757,35125,59771,65333,71810,30395,64104,62199,70773,35888,34670,69224,38697,64136,31615,29724,31343,26712,38007,30752,9025,26088,12290,36200,13832,44308,7963,12844,44180,8493
"2742",892,3967,1202,4925,2234,1287,1610,2112,453,1420,4373,651,938,4537,2752,1554,3414,7896,7363,5274,2528,4209,2079,9156,2566,2482,1391,1717,2836,1439,7362,6298,2780,700,1598,8054,1170,733,7950,1320,5283,3559,675,2431,758,1428,1134,1752,1809,1535,1512,823,2703,1916,1648,1228,7294,2497,644,1417,609,1950,971,2018,1603,1180,4367,764,5696,929,2326,3944,1644,828,894,1879,1004,941,1570,1828,603,1009,1870,1006,1838,1841,1071,3651,806,906,10785,848,746,804,1259,1058,1164,821,3654,838,1437,707,748,757,1166,859,1004,109157,740,853,1130,7630,717,1078,650,684,765,730,706,1917,754,4133,725,4753,1723,635,587,88071,641,916,906,624,1259,650,638,652,2371,548,618,699,2160,655,660,739,1345,914,578,1280,608,1212,968,680,1410,18894,152,138,206,163,190,167,176,114,146,153,114
"83618",3919,10549,9040,21423,108482,15387,12881,10355,13502,20723,12870,7249,8694,8610,17195,9370,7698,18145,13308,28419,10896,7654,21898,18243,11622,9262,29933,15118,7759,10774,16155,16564,7037,5149,7472,5512,6959,10792,16356,21199,20889,15008,4982,10934,6297,11042,14799,8748,22208,11407,6899,6488,11516,9831,17436,10052,12259,7816,11573,19813,4776,7494,10152,9889,13969,11537,7924,7102,96241,6285,8349,3826,8499,5838,6188,15953,8339,6666,8257,9071,7056,10855,6128,9342,7614,9022,16672,8683,8478,11891,2924,6494,7782,6847,37989,9506,8043,5732,15370,6505,6148,6540,7590,6468,11162,7266,6944,4246,5859,5863,13572,6705,5802,3896,5946,6000,5881,5642,5459,14440,5774,7370,6344,11164,8860,4839,5831,3726,4907,13540,20034,6426,11815,4511,5839,6399,11908,4552,5495,6137,11120,4687,4723,6097,6976,8310,6193,11931,6263,8073,8335,12339,6788,4546,1942,475,3127,744,2620,1374,1290,450,2224,1817,614
"2591463",23492,25043,2925,91609,53911,49754,61973,63314,50375,72247,45512,23700,2196,20868,71538,47172,25544,46440,57885,34034,31189,32244,74249,23834,42190,39881,92561,53601,32272,55601,50338,46555,32417,2420,23439,8750,39279,53154,47256,65106,52058,54184,1478,34587,1791,59879,38261,31854,55044,53873,28873,31120,32342,36048,97754,41488,49745,36772,57281,27886,1604,22980,48483,47065,33409,41550,27944,22759,25968,31841,30606,6729,29865,28580,29371,105946,40666,28156,23240,32036,25307,42122,18863,2117,31773,36673,55398,42390,2131,41688,4683,1715,1992,1722,64389,45161,31907,2740,52735,30812,25964,1768,1947,1706,42546,1832,27931,8134,1598,31650,36095,23490,1601,6253,1525,1551,1601,1586,1528,45739,1642,26506,1702,33658,35391,1734,1662,4385,2308,49134,71204,1658,27016,1288,1485,1706,42435,1361,1633,1687,34206,2320,1551,1572,35587,27326,1550,36771,1477,35792,43865,44182,29431,8215,4790,248,1191,476,1029,763,476,208,1644,945,498
